time flux flux_err
2283.1184460320 1.0008287643 0.0015805280
2283.1253904434 0.9998097190 0.0015805223
2283.1323348546 0.9990663907 0.0015805032
2283.1392792656 1.0005004433 0.0015805174
2283.1462236766 0.9980611645 0.0015805014
2283.1531680877 1.0039873143 0.0015804914
2283.1601124987 0.9991241458 0.0015805102
2283.1670569097 1.0011329541 0.0015804941
2283.1740013205 1.0000299682 0.0015805009
2283.1809457311 1.0023914163 0.0015805064
2283.1878901417 0.9999124137 0.0015805156
2283.1948345523 0.9981720678 0.0015805241
2283.2017789630 0.9999498408 0.0015805414
2283.2087233736 0.9984613965 0.0015805232
2283.2156677840 0.9993425532 0.0015805297
2283.2226121942 0.9986130869 0.0015805404
2283.2295566045 0.9982100557 0.0015805239
2283.2365010147 0.9993245676 0.0015805353
2283.2434454249 0.9988547155 0.0015805171
2283.2503898352 1.0003042906 0.0015805034
2283.2573342452 1.0003264921 0.0015805198
2283.2642786550 0.9987540150 0.0015805234
2283.2712230649 0.9997619886 0.0015805185
2283.2781674747 0.9998372384 0.0015805171
2283.2851118846 0.9978009224 0.0015805143
2283.2920562944 1.0002828768 0.0015805083
2283.2990007040 1.0011415165 0.0015804914
2283.3059451135 0.9989097419 0.0015804883
2283.3128895229 1.0002645346 0.0015804920
2283.3198339324 0.9986123760 0.0015804768
2283.3267783419 1.0011805115 0.0015804798
2283.3337227513 0.9990044122 0.0015804959
2283.3406671605 0.9974594111 0.0015805122
2283.3476115696 0.9992536928 0.0015805000
2283.3545559787 1.0010122500 0.0015805139
2283.3615003877 0.9991184983 0.0015805233
2283.3684447968 0.9970453894 0.0015805133
2283.3753892058 1.0010191489 0.0015805244
2283.3823336147 1.0020986261 0.0015805082
2283.3892780233 0.9979579932 0.0015805084
2283.3962224320 1.0007886025 0.0015805058
2283.4031668406 1.0000199902 0.0015805154
2283.4101112493 0.9995294387 0.0015804998
2283.4170556580 1.0026175067 0.0015805155
2283.4240000664 1.0016527036 0.0015805212
2283.4309444747 1.0018478768 0.0015805357
2283.4378888829 0.9995002795 0.0015805512
2283.4448332912 0.9992490264 0.0015805576
2283.4517776995 0.9991725955 0.0015805720
2283.4587221077 0.9986017449 0.0015805609
2283.4656665158 1.0016545479 0.0015805617
2283.4726109236 0.9990483746 0.0015805496
2283.4795553315 0.9986214670 0.0015805370
2283.4864997393 0.9996410466 0.0015805502
2283.4934441472 0.9959493273 0.0015805470
2283.5003885551 0.9983127722 0.0015805378
2283.5073329627 1.0022047406 0.0015805494
2283.5142773702 1.0023451377 0.0015805612
2283.5212217776 1.0000502676 0.0015805682
2283.5281661851 0.9988856162 0.0015805674
2283.5351105926 0.9973644460 0.0015805574
2283.5420550000 0.9974325381 0.0015805540
2283.5489994073 0.9996211279 0.0015805426
2283.5559438143 0.9989439696 0.0015805530
2283.5628882214 1.0000013100 0.0015805409
2283.5698326284 1.0006677123 0.0015805323
2283.5767770355 0.9992265226 0.0015805443
2283.5837214426 1.0004015788 0.0015805527
2283.5906658494 1.0006555015 0.0015805590
2283.5976102561 1.0016737302 0.0015805503
2283.6045546627 1.0008188531 0.0015805551
2283.6114990694 0.9991840275 0.0015805535
2283.6184434760 0.9999672926 0.0015805571
2283.6253878827 0.9987646864 0.0015805617
2283.6323322891 0.9998804271 0.0015805730
2283.6392766954 0.9997058212 0.0015805708
2283.6462211016 0.9975426997 0.0015805809
2283.6531655079 0.9996988103 0.0015805857
2283.6601099141 0.9991615335 0.0015805727
2283.6670543204 0.9984064185 0.0015805839
2283.6739987264 1.0025435197 0.0015805827
2283.6809431322 1.0011999994 0.0015805696
2283.6878875381 0.9995218055 0.0015805812
2283.6948319439 1.0010846700 0.0015806068
2283.7017763498 0.9999295738 0.0015806021
2283.7087207556 1.0016847029 0.0015805982
2283.7156651612 0.9992432686 0.0015805924
2283.7226095667 1.0011281751 0.0015806121
2283.7295539721 0.9992942422 0.0015806347
2283.7364983775 1.0017658692 0.0015806322
2283.7434427830 1.0005942245 0.0015806198
2283.7503871884 1.0017615097 0.0015806304
2283.7573315936 1.0011055314 0.0015806211
2283.7642759987 1.0009025964 0.0015806182
2283.7712204037 0.9992534889 0.0015806089
2283.7781648087 1.0005374219 0.0015806236
2283.7851092137 1.0003787300 0.0015806247
2283.7920536188 1.0012716005 0.0015806287
2283.7989980236 0.9971069102 0.0015806277
2283.8059424282 1.0004387901 0.0015806290
2283.8128868328 0.9984720856 0.0015806563
2283.8198312374 0.9988728526 0.0015806454
2283.8267756420 0.9998575987 0.0015806493
2283.8337200467 0.9977826920 0.0015806713
2283.8406644511 1.0018551400 0.0015806578
2283.8476088553 0.9982162508 0.0015806467
2283.8545532595 0.9999879108 0.0015806610
2283.8614976637 0.9983622932 0.0015806403
2283.8684420679 1.0017403922 0.0015806442
2283.8753864721 0.9988300651 0.0015806443
2283.8823308761 1.0010724144 0.0015806358
2283.8892752799 0.9999013810 0.0015806357
2283.8962196837 1.0025196339 0.0015806529
2283.9031640875 1.0017857844 0.0015806648
2283.9101084913 0.9973788226 0.0015806766
2283.9170528951 1.0016776850 0.0015806773
2283.9239972987 1.0008701391 0.0015806562
2283.9309417020 0.9975653950 0.0015806560
2283.9378861054 0.9999647628 0.0015806380
2283.9448305088 1.0023139010 0.0015806180
2283.9517749122 0.9981727061 0.0015806447
2283.9587193156 0.9994787218 0.0015806327
2283.9656637188 0.9991195556 0.0015806506
2283.9726081217 0.9981072181 0.0015806519
2283.9795525247 0.9972358993 0.0015806573
2283.9864969277 1.0026695784 0.0015806602
2283.9934413306 1.0011073778 0.0015806651
2284.0003857336 1.0010859449 0.0015806613
2284.0073301364 1.0003620410 0.0015806602
2284.0142745389 1.0003070815 0.0015806635
2284.0212189415 0.9968909102 0.0015806642
2284.0281633440 0.9994497284 0.0015806915
2284.0351077466 0.9988926070 0.0015807005
2284.0420521492 1.0021126606 0.0015807050
2284.0489965515 1.0017728061 0.0015807154
2284.0559409537 1.0022857408 0.0015807055
2284.0628853558 1.0007375398 0.0015807275
2284.0698297579 1.0031966650 0.0015807108
2284.0767741601 0.9995596406 0.0015807202
2284.0837185622 0.9992352783 0.0015807270
2284.0906629642 0.9990585032 0.0015807061
2284.0976073659 1.0016185225 0.0015807122
2284.1045517676 0.9999582432 0.0015806999
2284.1114961694 1.0038380559 0.0015806950
2284.1184405711 0.9999422015 0.0015807021
2284.1253849728 1.0005736697 0.0015807223
2284.1323293743 1.0025664790 0.0015807305
2284.1392737756 0.9988359412 0.0015807210
2284.1462181770 1.0016813762 0.0015807279
2284.1531625783 1.0009963489 0.0015807015
2284.1601069796 0.9977467923 0.0015807216
2284.1670513809 1.0017200113 0.0015807262
2284.1739957820 0.9995840063 0.0015807394
2284.1809401829 0.9996754379 0.0015807271
2284.1878845838 0.9993493946 0.0015807415
2284.1948289847 0.9994259837 0.0015807370
2284.2017733856 0.9973074165 0.0015807361
2284.2087177865 1.0023624343 0.0015807509
2284.2156621872 0.9995850675 0.0015807371
2284.2226065877 0.9991799495 0.0015807240
2284.2295509882 1.0018165913 0.0015807108
2284.2364953886 0.9990930429 0.0015807055
2284.2434397891 1.0025321297 0.0015807040
2284.2503841896 1.0014378302 0.0015806876
2284.2573285899 0.9982423836 0.0015806797
2284.2642729899 0.9997620036 0.0015806705
2284.2712173900 1.0005803400 0.0015806589
2284.2781617901 1.0002197748 0.0015806526
2284.2851061902 1.0003197377 0.0015806657
2284.2920505902 1.0006330494 0.0015806402
2284.2989949901 1.0022133043 0.0015806329
2284.3059393897 1.0003885904 0.0015806545
2284.3128837894 0.9997648803 0.0015806425
2284.3198281890 1.0017964170 0.0015806368
2284.3267725887 0.9998246253 0.0015806336
2284.3337169883 0.9981171989 0.0015806317
2284.3406613877 0.9973652417 0.0015806185
2284.3476057870 1.0013199330 0.0015805973
2284.3545501862 0.9985197901 0.0015805888
2284.3614945854 0.9991279613 0.0015805836
2284.3684389847 1.0010221587 0.0015805638
2284.3753833839 0.9988749851 0.0015805357
2284.3823277829 1.0021917521 0.0015805387
2284.3892721817 1.0000066279 0.0015805584
2284.3962165806 1.0002840174 0.0015805585
2284.4031609794 0.9990667501 0.0015805792
2284.4101053782 1.0027893541 0.0015805865
2284.4170497770 0.9979072136 0.0015805734
2284.4239941756 0.9994996529 0.0015806015
2284.4309385740 0.9983700983 0.0015806256
2284.4378829724 0.9978503971 0.0015806390
2284.4448273708 0.9994559497 0.0015806211
2284.4517717692 0.9972354741 0.0015806289
2284.4587161676 1.0011934622 0.0015806321
2284.4656605658 1.0000099467 0.0015806193
2284.4726049637 1.0013951205 0.0015806370
2284.4795493617 1.0015217706 0.0015806218
2284.4864937597 0.9967983129 0.0015806166
2284.4934381577 1.0003549350 0.0015806158
2284.5003825556 1.0010963314 0.0015806216
2284.5073269534 0.9986325035 0.0015805954
2284.5142713510 0.9986844639 0.0015806097
2284.5212157485 0.9992882923 0.0015806112
2284.5281601461 1.0001587412 0.0015806220
2284.5351045436 1.0011458724 0.0015805986
2284.5420489412 1.0003572352 0.0015805827
2284.5489933385 1.0013658199 0.0015805824
2284.5559377357 0.9988312835 0.0015805870
2284.5628821328 1.0015034789 0.0015805767
2284.5698265299 1.0009788745 0.0015805700
2284.5767709271 0.9985590653 0.0015805881
2284.5837153242 0.9990754765 0.0015805940
2284.5906597211 0.9993493486 0.0015805974
2284.5976041179 1.0038963786 0.0015806169
2284.6045485146 0.9995611496 0.0015806308
2284.6114929113 1.0001825001 0.0015806404
2284.6184373080 0.9996949694 0.0015806288
2284.6253817047 0.9957363733 0.0015806424
2284.6323261012 0.9986893246 0.0015806227
2284.6392704975 1.0002695665 0.0015806137
2284.6462148938 0.9987851433 0.0015806125
2284.6531592901 0.9994512226 0.0015805985
2284.6601036864 1.0018816975 0.0015805840
2284.6670480827 0.9985405484 0.0015805856
2284.6739924788 1.0001396119 0.0015805701
2284.6809368747 1.0019370538 0.0015805944
2284.6878812705 0.9990913498 0.0015806129
2284.6948256664 0.9976116132 0.0015806071
2284.7017700623 1.0017287156 0.0015806131
2284.7087144582 0.9999459116 0.0015806015
2284.7156588538 1.0009390211 0.0015806285
2284.7226032493 0.9978739748 0.0015806225
2284.7295476447 0.9969271712 0.0015806408
2284.7364920402 1.0008025990 0.0015806201
2284.7434364357 1.0007040242 0.0015806245
2284.7503808311 0.9986830544 0.0015806187
2284.7573252264 1.0011332552 0.0015806434
2284.7642696214 0.9991923455 0.0015806519
2284.7712140164 1.0011612913 0.0015806467
2284.7781584115 0.9999144622 0.0015806531
2284.7851028065 1.0011351105 0.0015806467
2284.7920472015 1.0008957145 0.0015806512
2284.7989915963 0.9996610724 0.0015806719
2284.8059359910 1.0001879779 0.0015806454
2284.8128803856 0.9979644732 0.0015806530
2284.8198247802 1.0019920064 0.0015806463
2284.8267691748 0.9988246091 0.0015806366
2284.8337135694 0.9986477305 0.0015806390
2284.8406579638 1.0001819195 0.0015806278
2284.8476023580 1.0016119744 0.0015806530
2284.8545467522 0.9988260917 0.0015806355
2284.8614911464 1.0009729438 0.0015806248
2284.8684355406 0.9975078481 0.0015806264
2284.8753799348 1.0006419861 0.0015806527
2284.8823243287 1.0016609828 0.0015806283
2284.8892687225 1.0023341692 0.0015806373
2284.8962131163 0.9995106329 0.0015806475
2284.9031575100 0.9988028225 0.0015806722
2284.9101019038 1.0001585699 0.0015806826
2284.9170462976 1.0017336233 0.0015806685
2284.9239906911 1.0038917833 0.0015806677
2284.9309350845 0.9989828891 0.0015806813
2284.9378794778 1.0023100961 0.0015806654
2284.9448238712 1.0008184996 0.0015806737
2284.9517682645 0.9974869995 0.0015806920
2284.9587126578 1.0007436024 0.0015806639
2284.9656570510 0.9983724693 0.0015806588
2284.9726014439 0.9991343485 0.0015806423
2284.9795458368 0.9982677101 0.0015806323
2284.9864902297 1.0009074940 0.0015806098
2284.9934346227 1.0000242493 0.0015806107
2285.0003790156 1.0016879849 0.0015806284
2285.0073234083 0.9982661553 0.0015806378
2285.0142678008 1.0004566480 0.0015806256
2285.0212121933 1.0002826159 0.0015806136
2285.0281565858 0.9976757379 0.0015806149
2285.0351009783 0.9966651185 0.0015806085
2285.0420453708 1.0007096647 0.0015806108
2285.0489897631 0.9998131050 0.0015806190
2285.0559341551 1.0009809629 0.0015806224
2285.0628785472 0.9976651445 0.0015806492
2285.0698229393 1.0009143378 0.0015806554
2285.0767673314 0.9976543972 0.0015806682
2285.0837117235 1.0002797214 0.0015806595
2285.0906561153 1.0012175374 0.0015806438
2285.0976005070 1.0005424605 0.0015806256
2285.1045448986 1.0006431789 0.0015806485
2285.1114892903 0.9989906835 0.0015806495
2285.1184336819 1.0002555750 0.0015806581
2285.1253780736 0.9981973749 0.0015806470
2285.1323224650 0.9988415003 0.0015806435
2285.1392668562 1.0002670268 0.0015806462
2285.1462112475 0.9997912575 0.0015806314
2285.1531556387 1.0024148245 0.0015806452
2285.1601000299 0.9981303970 0.0015806504
2285.1670444212 0.9985169558 0.0015806471
2285.1739888122 0.9996555732 0.0015806710
2285.1809332030 1.0020817993 0.0015806740
2285.1878775938 0.9999397388 0.0015806811
2285.1948219846 1.0043937143 0.0015806646
2285.2017663754 0.9984601757 0.0015806523
2285.2087107662 0.9975451510 0.0015806240
2285.2156551568 1.0002368536 0.0015806407
2285.2225995472 1.0009733776 0.0015806504
2285.2295439375 1.0003162531 0.0015806526
2285.2364883279 0.9991445680 0.0015806607
2285.2434327183 0.9995879018 0.0015806593
2285.2503771087 1.0039950718 0.0015806837
2285.2573214988 1.0014893524 0.0015807014
2285.2642658888 1.0031400164 0.0015806743
2285.2712102788 1.0002334331 0.0015806790
2285.2781546687 1.0005915817 0.0015806781
2285.2850990587 0.9980000226 0.0015806939
2285.2920434486 1.0014207441 0.0015806902
2285.2989878384 1.0036983871 0.0015807063
2285.3059322279 0.9987026442 0.0015807341
2285.3128766174 1.0004298168 0.0015807377
2285.3198210069 1.0011266709 0.0015807403
2285.3267653965 0.9992644024 0.0015807537
2285.3337097860 1.0015968958 0.0015807409
2285.3406541753 1.0006598320 0.0015807161
2285.3475985644 1.0008688630 0.0015806909
2285.3545429535 1.0003027700 0.0015806999
2285.3614873426 1.0025419252 0.0015807029
2285.3684317317 1.0016829031 0.0015806802
2285.3753761209 1.0024245529 0.0015806953
2285.3823205097 1.0007432353 0.0015806887
2285.3892648984 0.9994613860 0.0015807029
2285.3962092871 0.9973712747 0.0015807165
2285.4031536758 0.9983169229 0.0015807178
2285.4100980645 0.9993102640 0.0015807107
2285.4170424531 1.0012148562 0.0015807380
2285.4239868416 0.9980061870 0.0015807150
2285.4309312299 0.9985315401 0.0015807235
2285.4378756181 1.0001209583 0.0015807200
2285.4448200064 1.0020014594 0.0015807135
2285.4517643946 0.9973009987 0.0015807155
2285.4587087829 0.9988048368 0.0015807041
2285.4656531709 1.0002661764 0.0015807216
2285.4725975587 0.9995153275 0.0015807332
2285.4795419466 1.0009173881 0.0015807544
2285.4864863344 0.9994617556 0.0015807634
2285.4934307222 0.9998703583 0.0015807644
2285.5003751101 0.9971747312 0.0015807619
2285.5073194977 1.0021606110 0.0015807681
2285.5142638851 1.0000719707 0.0015807446
2285.5212082725 1.0017762831 0.0015807205
2285.5281526599 0.9963820673 0.0015807130
2285.5350970473 1.0027965778 0.0015807145
2285.5420414347 1.0002507413 0.0015807373
2285.5489858219 0.9980095444 0.0015807405
2285.5559302088 0.9992098133 0.0015807506
2285.5628745958 1.0002243584 0.0015807282
2285.5698189828 1.0006481804 0.0015807549
2285.5767633698 0.9989592357 0.0015807460
2285.5837077567 0.9984648861 0.0015807366
2285.5906521435 1.0001321665 0.0015807332
2285.5975965300 0.9982342434 0.0015807243
2285.6045409166 0.9999598047 0.0015807376
2285.6114853031 0.9998551793 0.0015807456
2285.6184296897 1.0006227819 0.0015807559
2285.6253740762 0.9981368021 0.0015807602
2285.6323184626 1.0012561050 0.0015807642
2285.6392628487 1.0010593618 0.0015807398
2285.6462072348 0.9999432051 0.0015807339
2285.6531516209 0.9999880007 0.0015807211
2285.6600960071 1.0015870208 0.0015807116
2285.6670403932 0.9990461187 0.0015807217
2285.6739847791 1.0003653826 0.0015807161
2285.6809291648 0.9989458191 0.0015807235
2285.6878735505 0.9961155785 0.0015807339
2285.6948179362 1.0002430875 0.0015807346
2285.7017623219 1.0004192448 0.0015807072
2285.7087067076 1.0036601074 0.0015807349
2285.7156510930 0.9971005780 0.0015807475
2285.7225954783 1.0000231255 0.0015807662
2285.7295398636 0.9990930474 0.0015807565
2285.7364842488 1.0024169257 0.0015807564
2285.7434286341 1.0010726578 0.0015807672
2285.7503730194 1.0015205644 0.0015807843
2285.7573174044 0.9986567096 0.0015807725
2285.7642617893 1.0001895865 0.0015807723
2285.7712061741 1.0032160572 0.0015807697
2285.7781505589 0.9983692597 0.0015807920
2285.7850949438 1.0014779044 0.0015808034
2285.7920393286 1.0000284869 0.0015808247
2285.7989837132 0.9988377825 0.0015808213
2285.8059280977 1.0017398273 0.0015808019
2285.8128724821 0.9996027784 0.0015808007
2285.8198168665 0.9995257432 0.0015807879
2285.8267612509 1.0002168450 0.0015807988
2285.8337056353 0.9996683027 0.0015807739
2285.8406500195 0.9997225811 0.0015807638
2285.8475944035 0.9985339208 0.0015807591
2285.8545387875 1.0006469846 0.0015807576
2285.8614831715 1.0013115197 0.0015807581
2285.8684275554 0.9979777336 0.0015807798
2285.8753719394 0.9982905650 0.0015807798
2285.8823163232 1.0027780184 0.0015807879
2285.8962050903 0.9987491283 0.0015808185
2285.9031494738 0.9988539363 0.0015808015
2285.9100938574 1.0004260535 0.0015807954
2285.9239826243 1.0019430145 0.0015808034
2285.9309270074 0.9993856949 0.0015808224
2285.9378713905 1.0003107860 0.0015808079
2285.9448157737 0.9991079494 0.0015808080
2285.9517601568 0.9997516411 0.0015808072
2285.9587045399 1.0023706218 0.0015807965
2285.9656489228 1.0001282011 0.0015807887
2285.9725933055 1.0011637316 0.0015807787
2285.9795376882 0.9997152731 0.0015807730
2285.9864820709 1.0039407759 0.0015807509
2285.9934264536 1.0019212457 0.0015807700
2286.0003708363 0.9990639491 0.0015807726
2286.0073152188 1.0001452532 0.0015807848
2286.0142596011 1.0019615446 0.0015807668
2286.0212039833 1.0022940381 0.0015807681
2286.0281483656 0.9974735250 0.0015807721
2286.0350927479 1.0002613203 0.0015807572
2286.0420371301 0.9986263323 0.0015807392
2286.0489815122 1.0007772049 0.0015807542
2286.0559258940 1.0012047017 0.0015807583
2286.0628702759 0.9986188822 0.0015807682
2286.0698146577 1.0000774281 0.0015807616
2286.0767590395 0.9999453318 0.0015807536
2286.0837034214 1.0006379956 0.0015807524
2286.0906478030 1.0010834759 0.0015807514
2286.0975921844 1.0011549033 0.0015807744
2286.1045365658 0.9988590298 0.0015807737
2286.1114809472 0.9998977395 0.0015807630
2286.1253697100 1.0012580870 0.0015807554
2286.1323140912 1.0010125089 0.0015807425
2286.1392584722 1.0034433504 0.0015807365
2286.1462028532 1.0005879749 0.0015807318
2286.1531472342 0.9999774387 0.0015807382
2286.1600916151 1.0004064825 0.0015807617
2286.1670359961 0.9987483833 0.0015807470
2286.1739803769 0.9985565328 0.0015807478
2286.1809247574 0.9992161122 0.0015807263
2286.1878691380 0.9987656874 0.0015807275
2286.1948135185 1.0012192314 0.0015807270
2286.2017578991 1.0042112936 0.0015807158
2286.2087022796 1.0023935579 0.0015807175
2286.2156466599 0.9997924272 0.0015806887
2286.2225910401 0.9974757825 0.0015806934
2286.2295354202 0.9988209176 0.0015807094
2286.2364798003 1.0006104794 0.0015807044
2286.2434241804 0.9992715000 0.0015806951
2286.2503685605 0.9987747052 0.0015806981
2286.2573129404 0.9994351655 0.0015806974
2286.2642573201 1.0029219185 0.0015807033
2286.2712016998 0.9992385461 0.0015807084
2286.2781460795 1.0007136808 0.0015806996
2286.2850904592 0.9978274615 0.0015806920
2286.2920348388 1.0007701949 0.0015806915
2286.2989792183 0.9985326576 0.0015806936
2286.3059235976 0.9982016264 0.0015807072
2286.3128679768 0.9998981448 0.0015806807
2286.3198123561 0.9995005100 0.0015806960
2286.3267567353 0.9997647245 0.0015807174
2286.3337011146 1.0019855623 0.0015807161
2286.3406454936 1.0016914295 0.0015807287
2286.3475898724 1.0013195057 0.0015807417
2286.3545342513 1.0004145360 0.0015807439
2286.3614786301 0.9976046508 0.0015807459
2286.3684230089 1.0026555236 0.0015807709
2286.3753673877 0.9994136117 0.0015807825
2286.3823117663 0.9999888871 0.0015808095
2286.3962005231 0.9980365610 0.0015807939
2286.4100892799 1.0001416948 0.0015807615
2286.4170336583 0.9975085982 0.0015807410
2286.4239780364 1.0012736023 0.0015807557
2286.4309224144 0.9980583787 0.0015807461
2286.4378667924 0.9991747526 0.0015807372
2286.4448111703 0.9993020471 0.0015807418
2286.4517555483 0.9993168887 0.0015807644
2286.4586999262 0.9997401709 0.0015807559
2286.4656443040 0.9992256564 0.0015807484
2286.4725886815 0.9980425074 0.0015807471
2286.4795330590 0.9988284132 0.0015807426
2286.4864774365 1.0003895804 0.0015807425
2286.4934218141 0.9977365325 0.0015807231
2286.5003661916 1.0007235486 0.0015807164
2286.5073105689 1.0006642184 0.0015806944
2286.5142549460 1.0020182259 0.0015807200
2286.5211993231 1.0020152276 0.0015807140
2286.5281437002 1.0002733942 0.0015807352
2286.5350880773 0.9999920836 0.0015807332
2286.5420324544 0.9983679488 0.0015807534
2286.5489768312 1.0001267842 0.0015807722
2286.5559212079 1.0006781390 0.0015807684
2286.5628655845 1.0014099352 0.0015807518
2286.5698099612 0.9983767372 0.0015807488
2286.5767543379 1.0028664329 0.0015807677
2286.5836987145 1.0001374820 0.0015807544
2286.5906430909 0.9995629958 0.0015807488
2286.5975874672 1.0003364062 0.0015807470
2286.6045318434 0.9996587702 0.0015807368
2286.6114762196 0.9981552308 0.0015807423
2286.6184205959 0.9992851156 0.0015807319
2286.6253649721 0.9987484473 0.0015807477
2286.6323093481 0.9987373196 0.0015807481
2286.6392537239 1.0023230425 0.0015807516
2286.6461980997 1.0011012223 0.0015807732
2286.6531424754 1.0006043675 0.0015807772
2286.6600868512 1.0006113535 0.0015807849
2286.6670312270 1.0005817980 0.0015807840
2286.6739756026 0.9995392453 0.0015807579
2286.6809199779 0.9995449002 0.0015807512
2286.6878643533 1.0005311893 0.0015807485
2286.6948087287 0.9989011978 0.0015807514
2286.7017531040 1.0016731777 0.0015807676
2286.7086974794 0.9980055227 0.0015807785
2286.7156418545 0.9972189676 0.0015807923
2286.7225862294 0.9986008520 0.0015807844
2286.7295306043 0.9998178203 0.0015807801
2286.7364749793 0.9983297454 0.0015807752
2286.7434193542 0.9997601982 0.0015807853
2286.7503637291 0.9981445096 0.0015808044
2286.7573081038 1.0005708187 0.0015808137
2286.7642524783 1.0012563374 0.0015807999
2286.7711968528 0.9995968401 0.0015808058
2286.7781412273 0.9974540299 0.0015808238
2286.7850856017 0.9983475647 0.0015808102
2286.7920299762 0.9977555242 0.0015808292
2286.7989743505 1.0012219521 0.0015808147
2286.8059187245 1.0023935037 0.0015808054
2286.8128630986 1.0004297107 0.0015808276
2286.8267518467 1.0011780579 0.0015808019
2286.8336962207 1.0022484555 0.0015808128
2286.8406405946 1.0049565425 0.0015808182
2286.8475849682 1.0008285537 0.0015808223
2286.8545293418 1.0023435671 0.0015807977
2286.8614737154 0.9988506091 0.0015807985
2286.8684180890 0.9972840938 0.0015808086
2286.8753624626 0.9976863560 0.0015808014
2286.8823068360 0.9991610011 0.0015807783
2286.8961955824 0.9999551368 0.0015807902
2286.9031399555 1.0020757065 0.0015807910
2286.9100843287 1.0000135452 0.0015807699
2286.9170287019 1.0004668372 0.0015807685
2286.9239730748 1.0003849670 0.0015807648
2286.9309174476 0.9978032937 0.0015807817
2286.9378618203 1.0010177355 0.0015807854
2286.9448061931 1.0021554854 0.0015807765
2286.9517505658 1.0009968348 0.0015807772
2286.9586949385 0.9996879583 0.0015807609
2286.9656393110 1.0021207079 0.0015807610
2286.9725836833 1.0001434595 0.0015807518
2286.9795280556 0.9998373412 0.0015807643
2286.9864724280 1.0035042398 0.0015807564
2286.9934168003 0.9984865538 0.0015807686
2287.0003611726 0.9995142354 0.0015807898
2287.0073055446 0.9999266525 0.0015807817
2287.0142499165 1.0038441387 0.0015807718
2287.0211942884 1.0004136499 0.0015807811
2287.0281386602 0.9995866324 0.0015807837
2287.0350830321 1.0010170249 0.0015807720
2287.0420274040 1.0007887944 0.0015807736
2287.0489717756 0.9996459833 0.0015807516
2287.0559161470 0.9988278272 0.0015807636
2287.0628605184 0.9987543076 0.0015807677
2287.0698048899 0.9996610229 0.0015807590
2287.0767492613 1.0015458293 0.0015807664
2287.0836936327 0.9982263916 0.0015807635
2287.0906380039 1.0004558130 0.0015807565
2287.0975823749 0.9990824388 0.0015807668
2287.1045267459 1.0007143377 0.0015807777
2287.1114711169 1.0023520030 0.0015807619
2287.1184154879 1.0002473150 0.0015807566
2287.1253598588 1.0000617258 0.0015807600
2287.1323042296 1.0007911655 0.0015807755
2287.1392486001 1.0004451358 0.0015807871
2287.1461929707 1.0008977026 0.0015808020
2287.1531373412 0.9973481067 0.0015808077
2287.1600817118 0.9996091950 0.0015808158
2287.1670260823 1.0004106597 0.0015808144
2287.1739704526 0.9984581797 0.0015808109
2287.1809148228 1.0028938862 0.0015808067
2287.1878591929 1.0017267059 0.0015808084
2287.1948035630 1.0000548622 0.0015807854
2287.2017479331 1.0022283229 0.0015807848
2287.2086923032 0.9973655324 0.0015807751
2287.2156366731 1.0028796272 0.0015807958
2287.2225810427 0.9999472003 0.0015807954
2287.2295254124 0.9990054114 0.0015807875
2287.2364697821 1.0009646108 0.0015807781
2287.2434141517 1.0002628093 0.0015807733
2287.2503585214 0.9993259603 0.0015807731
2287.2573028908 1.0010113135 0.0015807489
