time flux flux_err
2256.8751974284 0.9986106757 0.0016009571
2256.8821420397 1.0002778004 0.0016009656
2256.8890866508 1.0007087975 0.0016009708
2256.8960312619 1.0001105902 0.0016009646
2256.9029758730 1.0016131320 0.0016009602
2256.9099204840 0.9990163146 0.0016009765
2256.9168650951 1.0027941282 0.0016009765
2256.9238097060 1.0029889563 0.0016009595
2256.9376989275 0.9986768463 0.0016009560
2256.9446435382 1.0028172673 0.0016009322
2256.9515881489 1.0001672862 0.0016009085
2256.9585327596 0.9964912797 0.0016008903
2256.9654773702 1.0012747883 0.0016009033
2256.9793665909 1.0027945445 0.0016008887
2256.9932558116 1.0014632688 0.0016008714
2257.0002004219 0.9999922481 0.0016008714
2257.0071450321 0.9993049150 0.0016008486
2257.0140896421 1.0008471495 0.0016008461
2257.0210342520 0.9983762696 0.0016008461
2257.0349234720 1.0030433909 0.0016008449
2257.0418680820 0.9983945809 0.0016008553
2257.0488126918 1.0020656393 0.0016008565
2257.0557573014 0.9982104223 0.0016008609
2257.0627019110 1.0017390025 0.0016008675
2257.0835357398 1.0002345412 0.0016008539
2257.0904803492 1.0005338933 0.0016008539
2257.0974249584 1.0011308050 0.0016008695
2257.1043695676 0.9999646742 0.0016008888
2257.1113141768 0.9984674467 0.0016008843
2257.1182587861 0.9998236448 0.0016008645
2257.1321480043 0.9978189271 0.0016008506
2257.1390926131 0.9999756499 0.0016008494
2257.1460372220 0.9981664220 0.0016008691
2257.1529818308 1.0012477926 0.0016008691
2257.1599264397 0.9965718366 0.0016008482
2257.1668710485 1.0013987685 0.0016008512
2257.1738156571 1.0022716626 0.0016008315
2257.1877048740 1.0015568412 0.0016008111
2257.1946494825 1.0008926005 0.0016008140
2257.2015940909 0.9986787260 0.0016008140
2257.2085386994 1.0025012638 0.0016008219
2257.2154833076 1.0019124954 0.0016008126
2257.2224279157 1.0008909594 0.0016008244
2257.2293725238 1.0021865585 0.0016008196
2257.2363171318 1.0005875840 0.0016008196
2257.2502063480 1.0000167765 0.0016007990
2257.2571509558 0.9985471830 0.0016008126
2257.2640955635 1.0004735156 0.0016008126
2257.2849293865 1.0027488107 0.0016007997
2257.2918739942 1.0000577177 0.0016007988
2257.2988186017 0.9974474015 0.0016007914
2257.3057632090 1.0028657284 0.0016007744
2257.3127078163 1.0017108268 0.0016007744
2257.3196524236 1.0035797513 0.0016007565
2257.3265970308 1.0017811002 0.0016007437
2257.3335416381 1.0026316981 0.0016007301
2257.3404862452 0.9974574992 0.0016007314
2257.3474308521 0.9982884615 0.0016007310
2257.3543754590 0.9964895233 0.0016007133
2257.3613200659 0.9991401656 0.0016007285
2257.3682646728 0.9993490382 0.0016007299
2257.3821538864 0.9988201528 0.0016007373
2257.3890984929 0.9979945633 0.0016007266
2257.3960430994 1.0024872189 0.0016007170
2257.4029877059 0.9979910989 0.0016007056
2257.4099323124 0.9989155857 0.0016006852
2257.4168769189 0.9983418508 0.0016006678
2257.4238215251 0.9982154944 0.0016006540
2257.4307661312 0.9996006277 0.0016006589
2257.4377107373 0.9994476343 0.0016006380
2257.4446553434 0.9986319727 0.0016006196
2257.4515999495 0.9968037833 0.0016005892
2257.4585445557 1.0017251753 0.0016005590
2257.4654891615 0.9987070181 0.0016005445
2257.4724337672 1.0015007635 0.0016005464
2257.4793783730 1.0032528976 0.0016005464
2257.4863229787 1.0036639483 0.0016005361
2257.5002121901 0.9997158000 0.0016004991
2257.5071567956 1.0017646899 0.0016004652
2257.5210460062 0.9989701865 0.0016004797
2257.5279906115 1.0016489419 0.0016004870
2257.5418798221 1.0004793561 0.0016004997
2257.5488244272 0.9975772785 0.0016004997
2257.5557690321 0.9993774568 0.0016004871
2257.5627136370 1.0004715253 0.0016004832
2257.5766028468 0.9998171312 0.0016004657
2257.5835474517 1.0025028651 0.0016004731
2257.5904920564 0.9982914363 0.0016004732
2257.5974366609 1.0000325400 0.0016004610
2257.6043812654 1.0015061584 0.0016004577
2257.6113258699 0.9977206779 0.0016004424
2257.6252150789 1.0027253661 0.0016004480
2257.6321596832 1.0011295745 0.0016004661
2257.6391042873 1.0011553241 0.0016004661
2257.6460488914 0.9989933063 0.0016004861
2257.6599380996 0.9998412714 0.0016004691
2257.6668827037 1.0001583133 0.0016004694
2257.6738273076 0.9988544010 0.0016004681
2257.6807719113 0.9966681112 0.0016004659
2257.6877165150 1.0014661015 0.0016004361
2257.6946611187 0.9977542481 0.0016004289
2257.7085503261 1.0002823684 0.0016004405
2257.7154949296 0.9999137014 0.0016004442
2257.7224395329 1.0042095227 0.0016004091
2257.7293841362 0.9972289366 0.0016003960
2257.7363287395 0.9992748671 0.0016003828
2257.7432733428 0.9985338420 0.0016003625
2257.7502179461 1.0013747772 0.0016003647
2257.7571625491 0.9988712460 0.0016003810
2257.7641071520 1.0014234649 0.0016003636
2257.7710517549 0.9988680203 0.0016003386
2257.7779963578 0.9992063342 0.0016003406
2257.7849409607 1.0002033939 0.0016003283
2257.7988301663 0.9982702206 0.0016003474
2257.8057747687 0.9999028253 0.0016003511
2257.8127193712 0.9988333083 0.0016003493
2257.8196639737 1.0007034696 0.0016003625
2257.8266085762 1.0015157374 0.0016003804
2257.8335531787 1.0008492459 0.0016003655
2257.8404977809 1.0012566051 0.0016003665
2257.8474423830 1.0008176143 0.0016003813
2257.8543869851 0.9994135346 0.0016003730
2257.8682761893 1.0013735701 0.0016003641
2257.8752207913 0.9989530392 0.0016003366
2257.8821653932 0.9991956841 0.0016003153
2257.8891099949 1.0000796132 0.0016003189
2257.8960545965 0.9999261708 0.0016002969
2257.9029991982 0.9981913275 0.0016003090
2257.9168884015 1.0010724526 0.0016003204
2257.9238330030 1.0016460967 0.0016003603
2257.9307776042 0.9980688937 0.0016003582
2257.9377222055 1.0029330674 0.0016003419
2257.9446668068 1.0031142036 0.0016003472
2257.9516114080 1.0012847361 0.0016003299
2257.9585560093 0.9985415820 0.0016003184
2257.9655006103 1.0009436226 0.0016003269
2257.9793898120 1.0011852534 0.0016003350
2258.0002236146 1.0022289795 0.0016003557
2258.0071682152 0.9998885339 0.0016003272
2258.0210574161 1.0004643783 0.0016003295
2258.0280020165 0.9990342338 0.0016003458
2258.0349466170 0.9987598947 0.0016003672
2258.0418912174 0.9995822339 0.0016003375
2258.0488358177 0.9993111596 0.0016003538
2258.0557804177 0.9990890185 0.0016003187
2258.0627250177 1.0004217191 0.0016003130
2258.0696696178 1.0000887807 0.0016002923
2258.0905034176 0.9981643048 0.0016003301
2258.0974480173 0.9976362689 0.0016003378
2258.1043926169 1.0000752199 0.0016003353
2258.1113372165 1.0035471850 0.0016003377
2258.1182818161 1.0024787998 0.0016003378
2258.1252264157 0.9989733030 0.0016003254
2258.1321710151 0.9998364863 0.0016003235
2258.1391156144 0.9972598797 0.0016003063
2258.1530048128 1.0023439452 0.0016003037
2258.1599494120 0.9993470311 0.0016002672
2258.1668940112 1.0032798329 0.0016002868
2258.1738386102 1.0017587248 0.0016003043
2258.1807832090 0.9998547461 0.0016003070
2258.1877278078 0.9994332406 0.0016003356
2258.2016170054 0.9990020040 0.0016003387
2258.2085616042 1.0006057476 0.0016003373
2258.2155062028 0.9986141646 0.0016003505
2258.2224508012 1.0001413115 0.0016003697
2258.2363399979 1.0025052705 0.0016003939
2258.2502291947 0.9983953816 0.0016003996
2258.2641183908 0.9989751212 0.0016003729
2258.2710629888 1.0006677997 0.0016003544
2258.2780075868 1.0008479152 0.0016003544
2258.2849521848 0.9998611776 0.0016003642
2258.2918967827 1.0004591956 0.0016003668
2258.2988413805 1.0016344844 0.0016003391
2258.3127305756 1.0018058896 0.0016003751
2258.3196751732 0.9998449859 0.0016003827
2258.3266197707 1.0024564951 0.0016004065
2258.3335643683 0.9970935941 0.0016004279
2258.3405089657 0.9975684963 0.0016003893
2258.3474535628 1.0041402798 0.0016003732
2258.3543981600 0.9979464881 0.0016003568
2258.3613427571 0.9996614594 0.0016003421
2258.3682873542 0.9999037462 0.0016003513
2258.3821765483 0.9998323299 0.0016003120
2258.3891211451 0.9989787608 0.0016002749
2258.3960657418 1.0009933602 0.0016002936
2258.4030103385 0.9998685680 0.0016002730
2258.4099549353 1.0013826542 0.0016002713
2258.4168995320 1.0011938004 0.0016002696
2258.4307887248 1.0000409395 0.0016002331
2258.4377333212 1.0010158700 0.0016002345
2258.4446779175 1.0011178281 0.0016002259
2258.4516225138 1.0015611139 0.0016002207
2258.4585671101 1.0011379983 0.0016002381
2258.4655117062 0.9974525984 0.0016002046
2258.4794008980 1.0008220833 0.0016001999
2258.4863454939 1.0014628930 0.0016002348
2258.4932900899 0.9988804399 0.0016002352
2258.5002346858 1.0024029946 0.0016002190
2258.5071792814 1.0008158084 0.0016002451
2258.5141238769 0.9985217914 0.0016002541
2258.5210684724 0.9975948730 0.0016002265
2258.5280130679 0.9985459755 0.0016002218
2258.5349576634 1.0000792115 0.0016002299
2258.5488468542 1.0004566621 0.0016002011
2258.5557914493 1.0002424794 0.0016001917
2258.5627360443 0.9987767926 0.0016002113
2258.5696806394 1.0004091615 0.0016002132
2258.5766252345 1.0000469316 0.0016001920
2258.5835698296 0.9969347213 0.0016002183
2258.5974590191 0.9984152770 0.0016001884
2258.6113482084 0.9964451270 0.0016001815
2258.6182928031 1.0001481333 0.0016001920
2258.6391265864 0.9978307540 0.0016002425
2258.6460711807 0.9964959992 0.0016002365
2258.6530157749 1.0033633605 0.0016002372
2258.6599603692 1.0003710315 0.0016002304
2258.6669049634 1.0011065262 0.0016002122
2258.6738495574 1.0000401737 0.0016001835
2258.6807941513 1.0010018475 0.0016001675
2258.6877387451 1.0019646948 0.0016001876
2258.6946833389 0.9984768359 0.0016001761
2258.7016279328 0.9993971989 0.0016001615
2258.7085725266 0.9990417383 0.0016001642
2258.7155171202 1.0030006909 0.0016001619
2258.7224617136 1.0014580550 0.0016001543
2258.7294063070 1.0011978980 0.0016001519
2258.7363509004 1.0021682623 0.0016001402
2258.7432954939 0.9996384566 0.0016001064
2258.7502400873 0.9976210765 0.0016001026
2258.7641292735 1.0008411262 0.0016001013
2258.7780184595 0.9992004442 0.0016001056
2258.7849630525 0.9982122118 0.0016001161
2258.7988522382 0.9962776892 0.0016001220
2258.8127414234 0.9984608025 0.0016001111
2258.8196860160 0.9961812977 0.0016001310
2258.8266306086 1.0001681700 0.0016001262
2258.8335752011 1.0004814961 0.0016001173
2258.8405197935 0.9981001468 0.0016001376
2258.8474643857 1.0043138685 0.0016001444
2258.8613535700 0.9985933584 0.0016001632
2258.8682981622 1.0011210568 0.0016001598
2258.8752427543 1.0031306935 0.0016001640
2258.8891319380 1.0036284525 0.0016001811
2258.9030211215 0.9988197777 0.0016001422
2258.9099657133 1.0004345300 0.0016001422
2258.9169103050 0.9968946719 0.0016001598
2258.9238548965 1.0001283498 0.0016001598
2258.9377440792 1.0013181451 0.0016001488
2258.9446886705 1.0014583569 0.0016001801
2258.9516332618 0.9994606753 0.0016001738
2258.9585778532 0.9999773881 0.0016001417
2258.9655224443 1.0014144972 0.0016001499
2258.9724670352 0.9996315489 0.0016001597
2258.9794116261 1.0000848778 0.0016001694
2258.9863562170 0.9995527734 0.0016001584
2258.9933008079 0.9986408643 0.0016001584
2259.0002453989 1.0019811172 0.0016001870
2259.0141345800 0.9984402722 0.0016001683
2259.0210791705 0.9980414711 0.0016001496
2259.0280237610 0.9997305424 0.0016001366
2259.0349683515 1.0011623506 0.0016001406
2259.0488575323 1.0020434188 0.0016001397
2259.0558021224 1.0027684125 0.0016001188
2259.0627467124 1.0026589874 0.0016001380
2259.0696913025 0.9969550919 0.0016001336
2259.0766358926 1.0000588844 0.0016001423
2259.0835804827 0.9972333562 0.0016001464
2259.0974696622 0.9997356283 0.0016001323
2259.1044142518 0.9973647554 0.0016001284
2259.1113588415 0.9993807202 0.0016001599
2259.1183034312 1.0012168883 0.0016001893
2259.1252480208 0.9979207679 0.0016001635
2259.1321926102 1.0012267212 0.0016001753
2259.1391371995 0.9995980787 0.0016001388
2259.1460817887 0.9996057770 0.0016001454
2259.1530263780 1.0027129645 0.0016001665
2259.1599709672 0.9990098609 0.0016001418
2259.1738601455 0.9995693948 0.0016001942
2259.1808047343 0.9974837063 0.0016001975
2259.1877493231 0.9991609119 0.0016001918
2259.1946939119 0.9998773836 0.0016001990
2259.2016385007 1.0027715697 0.0016002022
2259.2155276782 0.9984290971 0.0016001934
2259.2224722666 1.0013029639 0.0016002021
2259.2294168550 0.9961819638 0.0016001832
2259.2363614434 0.9989155523 0.0016001911
2259.2433060318 1.0000493617 0.0016001860
2259.2502506202 0.9996550133 0.0016001737
2259.2571952083 1.0041446388 0.0016001689
2259.2641397963 1.0019509012 0.0016001652
2259.2780289723 1.0009554468 0.0016001587
2259.2849735603 0.9993971897 0.0016001484
2259.2919181483 1.0007122243 0.0016001506
2259.2988627360 0.9997895125 0.0016001816
2259.3127519111 1.0010320834 0.0016001934
2259.3196964987 0.9990319881 0.0016001901
2259.3266410863 0.9996260042 0.0016002095
2259.3335856738 1.0024180116 0.0016002090
2259.3544194354 1.0002749286 0.0016002000
2259.3613640226 0.9965228471 0.0016001947
2259.3683086097 1.0030870496 0.0016001879
2259.3752531969 1.0009274917 0.0016001773
2259.3821977838 1.0023515925 0.0016001737
2259.3960869572 1.0001932077 0.0016001707
2259.4030315440 0.9987888053 0.0016001651
2259.4099761307 0.9983375262 0.0016001804
2259.4169207174 1.0027603701 0.0016001723
2259.4238653039 0.9992689773 0.0016001715
2259.4308098902 0.9990166529 0.0016001826
2259.4377544765 0.9994963128 0.0016001955
2259.4446990628 0.9989881204 0.0016002060
2259.4585882354 1.0034387199 0.0016002342
2259.4655328215 1.0033144555 0.0016002152
2259.4724774074 1.0028930290 0.0016002341
2259.4794219932 0.9983237245 0.0016002325
2259.4863665791 0.9999916978 0.0016002652
2259.4933111650 1.0008435259 0.0016002332
2259.5002557509 0.9993550840 0.0016002719
2259.5072003365 0.9991611684 0.0016002644
2259.5141449220 1.0015112886 0.0016002542
2259.5210895075 1.0025122976 0.0016002360
2259.5280340929 0.9993686079 0.0016002226
2259.5349786784 1.0019597674 0.0016002222
2259.5419232639 0.9995712795 0.0016002174
2259.5558124341 0.9976647042 0.0016002378
2259.5627570192 1.0000899661 0.0016002269
2259.5697016042 1.0036753461 0.0016002473
2259.5766461892 0.9995268083 0.0016002487
2259.5835907743 1.0005462935 0.0016002268
2259.5905353591 1.0005644279 0.0016002333
2259.5974799437 0.9982516891 0.0016002211
2259.6044245283 1.0021675931 0.0016002211
2259.6113691130 0.9990821457 0.0016002148
2259.6252582822 1.0006387866 0.0016001934
2259.6322028666 0.9980045757 0.0016002010
2259.6391474508 0.9994062494 0.0016001855
2259.6460920350 0.9998986328 0.0016001603
2259.6530366192 1.0004732298 0.0016001894
2259.6599812034 1.0014724910 0.0016002054
2259.6669257876 1.0030351912 0.0016002246
2259.6808149553 0.9997266025 0.0016002283
2259.6877595391 0.9994488004 0.0016002461
2259.6947041229 1.0012156386 0.0016002321
2259.7085932904 0.9999654567 0.0016002081
2259.7155378740 1.0025983122 0.0016002321
2259.7224824573 0.9984360402 0.0016002510
2259.7363716240 1.0032395246 0.0016002881
2259.7433162074 1.0018549142 0.0016002835
2259.7502607907 1.0007053068 0.0016002625
2259.7572053738 0.9995984530 0.0016002625
2259.7641499568 0.9959132397 0.0016002742
2259.7710945397 0.9981292283 0.0016002742
2259.7780391226 0.9992663313 0.0016002645
2259.7849837056 0.9996043435 0.0016002460
2259.7919282885 0.9984069726 0.0016002460
2259.7988728712 1.0000809396 0.0016002344
2259.8058174537 0.9994669123 0.0016002344
2259.8127620362 0.9990887249 0.0016002187
2259.8197066187 1.0023938079 0.0016002211
2259.8266512012 1.0015498010 0.0016002051
2259.8335957837 0.9992213940 0.0016002110
2259.8474849481 0.9985117577 0.0016002039
2259.8544295302 0.9988822649 0.0016002039
2259.8613741123 1.0017364924 0.0016001960
2259.8683186944 0.9982897103 0.0016002031
2259.8752632764 0.9980970745 0.0016002242
2259.8822078583 0.9982170423 0.0016002242
2259.8891524400 1.0001188677 0.0016002423
2259.8960970216 1.0028381704 0.0016002423
2259.9030416033 1.0003383647 0.0016002277
2259.9099861849 0.9993632438 0.0016002288
2259.9169307666 1.0015585170 0.0016002130
2259.9238753480 1.0015681998 0.0016002096
2259.9377645105 0.9989422099 0.0016002284
2259.9447090918 1.0023685038 0.0016002475
2259.9516536730 1.0017215014 0.0016002393
2259.9585982542 1.0001651519 0.0016002400
2259.9655428352 0.9992750351 0.0016002586
2259.9724874161 0.9999276168 0.0016002536
2259.9794319969 1.0013320820 0.0016002526
2259.9933211585 0.9985116056 0.0016002290
2260.0072103199 1.0029645310 0.0016002524
2260.0141549003 1.0029620443 0.0016002353
2260.0280440611 0.9967700050 0.0016002115
2260.0419332218 0.9986017846 0.0016002249
2260.0488778020 1.0007359611 0.0016002511
2260.0558223820 0.9988266198 0.0016002769
2260.0697115419 0.9995771445 0.0016002790
2260.0766561219 0.9995451637 0.0016002847
2260.0836007018 0.9994538720 0.0016002566
2260.0905452816 0.9992297844 0.0016002566
2260.1044344407 0.9978870468 0.0016002552
2260.1113790202 0.9990567529 0.0016002538
2260.1183235997 1.0015020188 0.0016002571
2260.1252681793 0.9983722455 0.0016002273
2260.1322127586 1.0020532642 0.0016002278
2260.1391573377 0.9994639652 0.0016002213
2260.1461019168 1.0001222667 0.0016002014
2260.1530464959 1.0020311432 0.0016002037
2260.1599910751 0.9992595022 0.0016001950
2260.1669356542 0.9986153943 0.0016001950
2260.1738802331 0.9994812733 0.0016002042
2260.1808248118 1.0001298545 0.0016001666
2260.1877693904 0.9991743258 0.0016001589
2260.1947139691 0.9981773767 0.0016001717
2260.2155477050 0.9991620417 0.0016001917
2260.2224922832 1.0024039228 0.0016001876
2260.2294368615 1.0044418067 0.0016001976
2260.2363814398 1.0005310307 0.0016001797
2260.2502705963 1.0008092184 0.0016001454
2260.2572151743 0.9956640275 0.0016001645
2260.2641597522 0.9945175658 0.0016001854
2260.2711043300 1.0015453854 0.0016002059
2260.2780489079 1.0009834155 0.0016002503
2260.2919380635 0.9964267634 0.0016002091
2260.2988826411 0.9989218581 0.0016002037
2260.3058272186 1.0016578986 0.0016002188
2260.3266609508 0.9976863221 0.0016002374
2260.3336055282 0.9976339800 0.0016002943
2260.3405501054 0.9986762371 0.0016002847
2260.3474946824 1.0027921725 0.0016002544
2260.3613838363 1.0006062479 0.0016002499
2260.3683284133 1.0011957021 0.0016003021
2260.3822175671 0.9999798149 0.0016003520
2260.3891621436 1.0003596215 0.0016003309
2260.3961067202 1.0005190948 0.0016003282
2260.4099958733 1.0017595789 0.0016002973
2260.4169404499 1.0003542073 0.0016003039
2260.4238850262 0.9988773152 0.0016002779
2260.4308296023 0.9997996765 0.0016002738
2260.4447187546 0.9999989587 0.0016002665
2260.4516633307 1.0000860748 0.0016002491
2260.4655524828 0.9975133169 0.0016002682
2260.4724970585 1.0010669863 0.0016003227
2260.4794416342 0.9977560018 0.0016002803
2260.4863862099 1.0031638902 0.0016002776
2260.4933307856 0.9972109058 0.0016002829
2260.5002753613 1.0017342208 0.0016002874
2260.5072199368 0.9995892929 0.0016002665
2260.5349982379 1.0005989442 0.0016003242
2260.5419428131 0.9974800508 0.0016003131
2260.5488873882 1.0005470703 0.0016003041
2260.5558319630 0.9998636246 0.0016002599
2260.5627765379 0.9984749990 0.0016002728
2260.5766656876 1.0060467486 0.0016002673
2260.5836102624 0.9994996558 0.0016002764
2260.5905548370 0.9997726924 0.0016002569
2260.6044439859 0.9988629879 0.0016002461
2260.6113885603 1.0041648603 0.0016002218
2260.6183331347 1.0007594787 0.0016002058
2260.6252777091 0.9993238217 0.0016002058
2260.6391668573 1.0009537622 0.0016001677
2260.6461114313 0.9995943384 0.0016001395
2260.6530560053 0.9983064415 0.0016001189
2260.6600005793 0.9995407454 0.0016001143
2260.6738897270 1.0043469871 0.0016001406
2261.0975085911 0.9991889866 0.0015999033
2261.1044531604 0.9993192196 0.0015999029
2261.1113977296 1.0007548238 0.0015999072
2261.1183422989 1.0012240134 0.0015999059
2261.1252868681 1.0009890492 0.0015998572
2261.1322314371 0.9998425167 0.0015998834
2261.1391760059 1.0010620221 0.0015998496
2261.1461205747 1.0014061595 0.0015998260
2261.1530651435 0.9994293082 0.0015998504
2261.1669542811 0.9986831860 0.0015998371
2261.1738988497 1.0037346927 0.0015998381
2261.1808434181 0.9994618330 0.0015998418
2261.1877879864 0.9987933067 0.0015998466
2261.1947325548 1.0000433157 0.0015998165
2261.2086216916 0.9985834908 0.0015998415
2261.2155662597 1.0015408658 0.0015998200
2261.2225108276 0.9974256736 0.0015998484
2261.2433445314 1.0027121594 0.0015998404
2261.2502890994 0.9995178336 0.0015998649
2261.2572336671 1.0002246455 0.0015998485
2261.2641782346 0.9978977130 0.0015998468
2261.2711228021 0.9995264658 0.0015998389
2261.2780673696 1.0003638652 0.0015998598
2261.2850119371 1.0007004652 0.0015998591
2261.2989010718 0.9985593524 0.0015998103
2261.3058456389 0.9983799836 0.0015998466
2261.3127902060 0.9996685189 0.0015998639
2261.3197347730 0.9996142982 0.0015998639
2261.3266793401 0.9979651305 0.0015998234
2261.3336239071 1.0000591531 0.0015998071
2261.3405684740 1.0019235139 0.0015997641
2261.3475130406 0.9995514158 0.0015998175
2261.3614021738 0.9989231789 0.0015998091
2261.3683467405 1.0036090883 0.0015998278
2261.3752913071 0.9978293321 0.0015998308
2261.3822358735 1.0013739341 0.0015998244
2261.3961250059 0.9995992414 0.0015997969
2261.4100141382 1.0032402656 0.0015998086
2261.4239032704 0.9990590604 0.0015997762
2261.4308478361 0.9962845900 0.0015997694
2261.4377924019 0.9992374376 0.0015997457
2261.4447369676 1.0034869848 0.0015997023
2261.4586260991 1.0013830054 0.0015996856
2261.4655706646 0.9986603101 0.0015996585
2261.4725152299 1.0034738625 0.0015996941
2261.4794597953 0.9997845051 0.0015996665
2261.4864043606 1.0001606165 0.0015997314
2261.4933489259 0.9986662881 0.0015996799
2261.5072380563 0.9986695157 0.0015996915
2261.5141826211 1.0010644111 0.0015997258
2261.5211271860 1.0001516651 0.0015997620
2261.5280717509 0.9996332056 0.0015997620
2261.5419608806 1.0002769411 0.0015996584
2261.5489054452 1.0009262999 0.0015996885
2261.5558500097 0.9990179553 0.0015996509
2261.5627945741 1.0004888090 0.0015996546
2261.5836282674 1.0021308502 0.0015996629
2261.5975173956 1.0006445140 0.0015996754
2261.6044619596 1.0002038736 0.0015996462
2261.6114065236 1.0033886670 0.0015996706
2261.6183510876 1.0002985496 0.0015996507
2261.6252956515 0.9977132992 0.0015996621
2261.6322402153 1.0021173769 0.0015996499
2261.6391847789 1.0025337251 0.0015996661
2261.6461293424 1.0023102202 0.0015996397
2261.6530739059 1.0017801903 0.0015996086
2261.6739075964 0.9972340105 0.0015995966
2261.6808521595 1.0009184795 0.0015995945
2261.6877967226 1.0013681299 0.0015995810
2261.6947412857 0.9995569868 0.0015995998
2261.7016858488 0.9991358631 0.0015995998
2261.7086304119 1.0001432435 0.0015996049
2261.7155749748 1.0005448805 0.0015996212
2261.7225195374 1.0023413973 0.0015996212
2261.7364086628 0.9974172805 0.0015995957
2261.7433532254 1.0004229065 0.0015995994
2261.7502977881 1.0024558092 0.0015996106
2261.7572423505 0.9982652629 0.0015995969
2261.7641869127 0.9984014629 0.0015996032
2261.7780760372 0.9997910151 0.0015996153
2261.7850205994 0.9999490050 0.0015996153
2261.7919651616 0.9982269916 0.0015996172
2261.7989097236 1.0000678865 0.0015996172
2261.8127988472 0.9940530018 0.0015995948
2261.8266879707 0.9996224317 0.0015995591
2261.8336325325 1.0009542187 0.0015995591
2261.8405770940 0.9982389959 0.0015995591
2261.8475216554 0.9993312563 0.0015995344
2261.8544662167 0.9990999029 0.0015995369
2261.8683553394 1.0047971038 0.0015995343
2261.8752999007 1.0018765282 0.0015995429
2261.8822444618 0.9994509450 0.0015995495
2261.8961335836 0.9994560194 0.0015995767
2261.9030781444 0.9997593197 0.0015995901
2261.9239118269 0.9984322389 0.0015995833
2261.9308563873 0.9985581152 0.0015995906
2261.9378009478 0.9977445216 0.0015995839
2261.9447455082 1.0024823993 0.0015995839
2261.9516900686 1.0009622227 0.0015995839
2261.9655791893 0.9975305882 0.0015995518
2261.9725237493 0.9993809300 0.0015995533
2261.9794683093 1.0022573509 0.0015995434
2261.9864128693 1.0002414978 0.0015995265
2261.9933574293 1.0024949645 0.0015995060
2262.0003019893 0.9943199603 0.0015995060
2262.0141911086 1.0011819822 0.0015995147
2262.0211356681 0.9979582814 0.0015995240
2262.0280802276 0.9998885192 0.0015995445
2262.0350247872 0.9991622861 0.0015995445
2262.0419693467 1.0020836440 0.0015995468
2262.0489139060 1.0023789987 0.0015995468
2262.0558584651 1.0024160520 0.0015995468
2262.0766921424 1.0012329653 0.0015995468
2262.0836367015 0.9979131739 0.0015995468
2262.0905812604 1.0001787909 0.0015995468
2262.0975258191 0.9975531638 0.0015995346
2262.1044703777 0.9976924478 0.0015995244
2262.1114149363 1.0011658141 0.0015995301
2262.1183594950 1.0016232794 0.0015995403
2262.1322486121 1.0011920726 0.0015995433
2262.1391931703 1.0015616890 0.0015995533
2262.1461377285 0.9997682375 0.0015995659
2262.1600268449 0.9981058756 0.0015995582
2262.1669714031 0.9989978198 0.0015995412
2262.1739159610 0.9995104798 0.0015995620
2262.1808605188 0.9981809298 0.0015995532
2262.1878050765 1.0002908376 0.0015995370
2262.2016941920 0.9974170812 0.0015995355
2262.2086387498 1.0001000131 0.0015995180
2262.2225278646 1.0012374670 0.0015995121
