4024.6353960917 1.0022053795 0.0021163147 DSC 2.2932488596
4024.6420470783 0.9984387621 0.0020893862 DSC 2.1584895267
4024.6464773347 1.0002560087 0.0020903323 DSC 2.0776994070
4024.6486949627 1.0015465794 0.0020915877 DSC 2.0396617615
4024.6509113992 0.9994757884 0.0020942347 DSC 2.0031328364
4024.6531271753 0.9986915552 0.0021027670 DSC 1.9680242027
4024.6553431600 0.9985952988 0.0021206339 DSC 1.9342492183
4024.6575614824 1.0011332245 0.0021160784 DSC 1.9017100376
4024.6664274354 0.9997439913 0.0020630719 DSC 1.7831600233
4024.6686459775 1.0010258668 0.0020642051 DSC 1.7561043000
4024.6738419933 0.9994945493 0.0020652158 DSC 1.6966099198
4024.6760574225 1.0014099562 0.0020644608 DSC 1.6725867570
4024.6827041381 0.9983417733 0.0020599755 DSC 1.6052556166
4024.6871380745 0.9997881238 0.0020704947 DSC 1.5639713153
4024.6893558190 0.9948290675 0.0020704085 DSC 1.5443241986
4024.6915742457 0.9951290858 0.0020637265 DSC 1.5253042106
4024.6937905890 0.9962468482 0.0020604015 DSC 1.5069096975
4024.6982239825 0.9967569525 0.0020527397 DSC 1.4718447462
4024.7004432194 0.9941434825 0.0020495923 DSC 1.4551151907
4024.7048765891 0.9964355561 0.0020688804 DSC 1.4232387665
4024.7115268814 0.9944935513 0.0021206699 DSC 1.3790115132
4024.7189573459 0.9965142210 0.0020304404 DSC 1.3343329667
4024.7233908428 0.9953472433 0.0020155713 DSC 1.3097120206
4024.7256096285 0.9939289665 0.0020134360 DSC 1.2979433820
4024.7278273613 0.9965977915 0.0020177064 DSC 1.2865337278
4024.7300434732 0.9963124214 0.0020327164 DSC 1.2754745142
4024.7322617839 0.9981583901 0.0020504332 DSC 1.2647364751
4024.7389126550 0.9931886815 0.0020645798 DSC 1.2344373509
4024.7411291371 0.9956235992 0.0020744045 DSC 1.2249413255
4024.7433466148 0.9948333914 0.0020635402 DSC 1.2157279393
4024.7455625068 0.9968156449 0.0020593060 DSC 1.2067999599
4024.7499975208 0.9940671027 0.0020077599 DSC 1.1897384628
4024.7544319318 0.9974662972 0.0020002351 DSC 1.1737096492
4024.7574160225 0.9949860831 0.0020090401 DSC 1.1635338875
4024.7596353637 0.9971148896 0.0020161776 DSC 1.1562012083
4024.7618517070 0.9947419453 0.0020186209 DSC 1.1491093815
4024.7640674603 0.9956560324 0.0020216247 DSC 1.1422447247
4024.7662841738 0.9949070664 0.0020330071 DSC 1.1355973076
4024.7685005059 0.9968035580 0.0020400589 DSC 1.1291662791
4024.7729341076 0.9958645490 0.0020282536 DSC 1.1169286184
4024.7751497794 0.9943613119 0.0020418173 DSC 1.1111173852
4024.7773658801 0.9952420346 0.0020508479 DSC 1.1055024006
4024.7840145743 0.9945501641 0.0020244264 DSC 1.0898020441
4024.7862335569 0.9931669803 0.0020297748 DSC 1.0849324151
4024.7884517522 0.9960728858 0.0020379147 DSC 1.0802440749
4024.7906683390 0.9945309095 0.0020621358 DSC 1.0757352964
4024.7928865342 0.9929138185 0.0020641972 DSC 1.0713965042
4024.7951046135 0.9958044730 0.0020575596 DSC 1.0672283564
4024.7973233992 0.9923301280 0.0020543753 DSC 1.0632266176
4024.8047477417 0.9962582181 0.0020247783 DSC 1.0510469643
4024.8069621339 0.9959718732 0.0020207102 DSC 1.0477503920
4024.8091828874 0.9968704559 0.0020162470 DSC 1.0446001675
4024.8114006198 0.9966843147 0.0020164436 DSC 1.0416073390
4024.8136189138 0.9940734549 0.0020136480 DSC 1.0387655869
4024.8158367625 0.9967088996 0.0020018272 DSC 1.0360731319
4024.8180528744 0.9957325642 0.0020007667 DSC 1.0335302927
4024.8202715493 0.9957831863 0.0020063478 DSC 1.0311299620
4024.8224906651 0.9942050399 0.0019975221 DSC 1.0288752888
4024.8247081549 0.9949179285 0.0019964143 DSC 1.0267648363
4024.8269233406 0.9977276736 0.0020027070 DSC 1.0247982594
4024.8291397998 0.9964353490 0.0020127246 DSC 1.0229710878
4024.8313596044 0.9944278074 0.0020066953 DSC 1.0212809428
4024.8358086348 0.9947272539 0.0020257195 DSC 1.0183106093
4024.8402445624 0.9957424894 0.0020240036 DSC 1.0158973161
4024.8432313725 0.9961857555 0.0020358729 DSC 1.0145859238
4024.8498864104 0.9977858069 0.0020732110 DSC 1.0125223576
4024.8521035523 0.9953317816 0.0020809101 DSC 1.0121020215
4024.8543202663 0.9949459633 0.0020969223 DSC 1.0118147649
4024.8565384387 0.9958109628 0.0021358383 DSC 1.0116602661
4024.8587565185 0.9940240915 0.0021935584 DSC 1.0116386641
4024.8609729889 0.9942701458 0.0022845054 DSC 1.0117498082
4024.8631907096 0.9957878716 0.0024326816 DSC 1.0119938752
